year,title,artist,winner,nominee,workers,category,updated_at,published_at,artist_list
1977,20th annual grammy awards 1977,,1,vivaldi the four seasons,itzhak perlman artist london philharmonic orchestra,Best Classical Performance Instrumental Soloist Or Soloists With Or Without Orchestra,2019-09-10 01:08:19,2017-11-28 00:03:45,[]
1977,20th annual grammy awards 1977,,1,beethoven piano sonata no 18 in e flatschumann fantasiestucke op 12,artur rubinstein artist,Best Classical Performance Instrumental Soloist Or Soloists With Orchestra,2019-09-10 01:08:19,2017-11-28 00:03:45,[]
1977,20th annual grammy awards 1977,,1,bach arias,academy of st martin-in-the fields,Best Classical Vocal Performance,2019-09-10 01:08:19,2017-11-28 00:03:45,[]
1977,20th annual grammy awards 1977,,1,ravel bolero,kenneth wilkinson engineer georg solti conductor,Best Engineered Recording Classical,2019-09-10 01:08:19,2017-11-28 00:03:45,[]
1976,19th annual grammy awards 1976,george benson,1,this masquerade,tommy lipuma producer,Record Of The Year,2019-09-10 01:07:37,2017-11-28 00:03:45,['george benson']
1976,19th annual grammy awards 1976,stevie wonder,1,songs in the key of life,stevie wonder producer,Album Of The Year,2019-09-10 01:07:37,2017-11-28 00:03:45,['stevie wonder']
1976,19th annual grammy awards 1976,i write the songs,1,i write the songs,bruce johnston songwriter barry manilow,Song Of The Year,2019-09-10 01:07:37,2017-11-28 00:03:45,['i write the songs']
1976,19th annual grammy awards 1976,starland vocal band,1,starland vocal band,,Best New Artist Of The Year,2019-09-10 01:07:37,2017-11-28 00:03:45,['starland vocal band']
1976,19th annual grammy awards 1976,,1,leprechaun's dream,chick corea arranger chick corea,Best Instrumental Arrangement,2019-09-10 01:07:37,2017-11-28 00:03:45,[]
1976,19th annual grammy awards 1976,chicago,1,if you leave me now,james william guercio jimmie haskell arrangers chicago,Best Instrumental Arrangement Accompanying Vocalists,2019-09-10 01:07:37,2017-11-28 00:03:45,['chicago']
1976,19th annual grammy awards 1976,,1,afternoon delight,starland vocal band arrangers starland vocal band,Best Arrangement For Voices Duo Group Or Chorus,2019-09-10 01:07:37,2017-11-28 00:03:45,[]
1976,19th annual grammy awards 1976,george benson,1,breezin',al schmitt engineer george benson,Best Engineered Recording Classical,2019-09-10 01:07:37,2017-11-28 00:03:45,['george benson']
1976,19th annual grammy awards 1976,,1,chicago x,john berg art director chicago,Best Album Package,2019-09-10 01:07:37,2017-11-28 00:03:45,[]
1976,19th annual grammy awards 1976,,1,the changing face of harlem - the savoy sessions,dan morgenstern album notes writer various artists,Best Album Notes,2019-09-10 01:07:37,2017-11-28 00:03:45,[]
1976,19th annual grammy awards 1976,,1,stevie wonder,,Producer Of The Year,2019-09-10 01:07:37,2017-11-28 00:03:45,[]
1976,19th annual grammy awards 1976,ella fitzgerald,1,fitzgerald and passagain,,Best Jazz Vocal Performance,2019-09-10 01:07:37,2017-11-28 00:03:45,['ella fitzgerald']
1976,19th annual grammy awards 1976,,1,basie and zoot,count basie soloist,Best Jazz Performance By A Soloist Instrumental,2019-09-10 01:07:37,2017-11-28 00:03:45,[]
1976,19th annual grammy awards 1976,chick corea,1,the leprechaun,bernie kirsh al schmitt buck snow engineersmixers,Best Jazz Performance By A Group,2019-09-10 01:07:37,2017-11-28 00:03:45,['chick corea']
1976,19th annual grammy awards 1976,duke ellington,1,the ellington suites,,Best Jazz Performance By A Big Band,2019-09-10 01:07:37,2017-11-28 00:03:45,['duke ellington']
1976,19th annual grammy awards 1976,linda ronstadt,1,hasten down the wind,linda ronstadt,Best Pop Vocal Performance Female,2019-09-10 01:07:37,2017-11-28 00:03:45,['linda ronstadt']
1976,19th annual grammy awards 1976,stevie wonder,1,songs in the key of life,stevie wonder producer,Best Pop Vocal Performance Female,2019-09-10 01:07:37,2017-11-28 00:03:45,['stevie wonder']
1976,19th annual grammy awards 1976,chicago,1,if you leave me now,,Best Gospel Vocal Performance By A Duo Group Choir Or Chorus,2019-09-10 01:07:37,2017-11-28 00:03:45,['chicago']
1976,19th annual grammy awards 1976,george benson,1,breezin',tommy lipuma producer,Best Pop Instrumental Performance,2019-09-10 01:07:37,2017-11-28 00:03:45,['george benson']
1976,19th annual grammy awards 1976,natalie cole,1,sophisticated lady she's a different lady,natalie cole gail deadrick producers,Best Pop Vocal Performance Male,2019-09-10 01:07:37,2017-11-28 00:03:45,['natalie cole']
1976,19th annual grammy awards 1976,stevie wonder,1,i wish,stevie wonder producer,Best Rb Vocal Performance Female,2019-09-10 01:07:37,2017-11-28 00:03:45,['stevie wonder']
1976,19th annual grammy awards 1976,marilyn mccoo billy davis jr,1,you don't have to be a star to be in my show,,Best Pop Vocal Performance By A Duo Group Or Chorus,2019-09-10 01:07:37,2017-11-28 00:03:45,['marilyn mccoo billy davis jr']
1976,19th annual grammy awards 1976,george benson,1,theme from good king bad,tommy lipuma producer,Best Country Instrumental Performance,2019-09-10 01:07:37,2017-11-28 00:03:45,['george benson']
1976,19th annual grammy awards 1976,lowdown,1,lowdown,david paich boz scaggs songwriters boz scaggs,Best Rhythm Blues Song,2019-09-10 01:07:37,2017-11-28 00:03:45,['lowdown']
1976,19th annual grammy awards 1976,mahalia jackson,1,how i got over,,Best Soul Gospel Performance Male,2019-09-10 01:07:37,2017-11-28 00:03:45,['mahalia jackson']
1976,19th annual grammy awards 1976,emmylou harris,1,elite hotel,malcolm burn producer malcolm burn jim watts engineersmixers,Best Rb Vocal Performance Female,2019-09-10 01:07:37,2017-11-28 00:03:45,['emmylou harris']
1976,19th annual grammy awards 1976,ronnie milsap,1,i'm a stand by my woman man,,Best Country Vocal Performance Female,2019-09-10 01:07:37,2017-11-28 00:03:45,['ronnie milsap']
1976,19th annual grammy awards 1976,amazing rhythm aces,1,the end is not in sight the cowboy tune,,Best Country Vocal Performance By A Duo Or Group,2019-09-10 01:07:37,2017-11-28 00:03:45,['amazing rhythm aces']
1976,19th annual grammy awards 1976,chet atkins les paul,1,chester and lester,,Best Rock Instrumental Performance,2019-09-10 01:07:37,2017-11-28 00:03:45,['chet atkins les paul']
1976,19th annual grammy awards 1976,broken lady,1,broken lady,larry gatlin songwriter larry gatlin,Best Country Song,2019-09-10 01:07:37,2017-11-28 00:03:45,['broken lady']
1976,19th annual grammy awards 1976,gary s paxton,1,the astonishing outrageous amazing incredible unbelievable different world of gary s paxton,,Best Inspirational Performance,2019-09-10 01:07:37,2017-11-28 00:03:45,['gary s paxton']
1976,19th annual grammy awards 1976,the oak ridge boys,1,where the soul never dies,,Best Gospel Performance Other Than Soul Gospel,2019-09-10 01:07:37,2017-11-28 00:03:45,['the oak ridge boys']
1976,19th annual grammy awards 1976,john hartford,1,mark twang,,Best Ethnic Or Traditional Folk Recording,2019-09-10 01:07:37,2017-11-28 00:03:45,['john hartford']
1976,19th annual grammy awards 1976,eddie palmieri,1,unfinished masterpiece,eddie palmieri sr richard j seidel producers jon fausty engineermixer,Best Latin Recording,2019-09-10 01:07:37,2017-11-28 00:03:45,['eddie palmieri']
1976,19th annual grammy awards 1976,karl bohm hermione gingold,1,prokofiev peter and the wolfsaint-saens carnival of the animals,,Best Recording For Children,2019-09-10 01:07:37,2017-11-28 00:03:45,['karl bohm hermione gingold']
1976,19th annual grammy awards 1976,richard pryor,1,bicentennial nigger,,Best Comedy Recording,2019-09-10 01:07:37,2017-11-28 00:03:45,['richard pryor']
1976,19th annual grammy awards 1976,helen hayes orson welles henry fonda james earl jones,1,great american documents,,Best Spoken Word Recording,2019-09-10 01:07:37,2017-11-28 00:03:45,['helen hayes orson welles henry fonda james earl jones']
1976,19th annual grammy awards 1976,,1,bellavia,chuck mangione composer chuck mangione,Best Instrumental Composition,2019-09-10 01:07:37,2017-11-28 00:03:45,[]
1976,19th annual grammy awards 1976,,1,car wash,norman whitfield composer various artists,Best Original Score Written For A Motion Picture Or A Television Special,2019-09-10 01:07:37,2017-11-28 00:03:45,[]
1976,19th annual grammy awards 1976,,1,bubbling brown sugar,luigi creatore hugo peretti producers original broadway cast,Best Cast Show Album,2019-09-10 01:07:37,2017-11-28 00:03:45,[]
1976,19th annual grammy awards 1976,,1,beethoven the five piano concertos,daniel barenboim conductor artur rubinstein artist max wilcox producer,Classical Album Of The Year,2019-09-10 01:07:37,2017-11-28 00:03:45,[]
1976,19th annual grammy awards 1976,,1,strauss also sprach zarathustra,chicago symphony orchestra,Best Classical Vocal Performance,2019-09-10 01:07:37,2017-11-28 00:03:45,[]
1976,19th annual grammy awards 1976,,1,gershwin porgy and bess,lorin maazel michael woolcock producer cleveland orchestra,Best Opera Recording,2019-09-10 01:07:37,2017-11-28 00:03:45,[]
1976,19th annual grammy awards 1976,,1,rachmaninoff the bells,london symphony chorus london symphony orchestra,Best Choral Performance Other Than Opera,2019-09-10 01:07:37,2017-11-28 00:03:45,[]
1976,19th annual grammy awards 1976,,1,the art of courtly love,david munrow artist,Best Chamber Music Performance,2019-09-10 01:07:37,2017-11-28 00:03:45,[]
1976,19th annual grammy awards 1976,,1,beethoven the five piano concertos,artur rubinstein artist london philharmonic orchestra,Best Classical Performance Instrumental Soloist Or Soloists With Or Without Orchestra,2019-09-10 01:07:37,2017-11-28 00:03:45,[]
1976,19th annual grammy awards 1976,,1,horowitz concerts 197576,vladimir horowitz artist,Best Classical Performance Instrumental Soloist Or Soloists With Orchestra,2019-09-10 01:07:37,2017-11-28 00:03:45,[]
1976,19th annual grammy awards 1976,,1,herbert music of victor herbert,,Best Classical Vocal Performance,2019-09-10 01:07:37,2017-11-28 00:03:45,[]
1976,19th annual grammy awards 1976,,1,gershwin rhapsody in blue,milton cherin edward bud t graham ray moore engineers george gershwin 1925 piano roll michael tilson thomas cond columbia jazz band,Best Engineered Recording Classical,2019-09-10 01:07:37,2017-11-28 00:03:45,[]
1975,18th annual grammy awards 1975,captain tennille,1,love will keep us together,daryl dragon producer,Record Of The Year,2019-09-10 01:06:59,2017-11-28 00:03:45,['captain tennille']
1975,18th annual grammy awards 1975,paul simon,1,still crazy after all these years,phil ramone paul simon producers,Album Of The Year,2019-09-10 01:06:59,2017-11-28 00:03:45,['paul simon']
1975,18th annual grammy awards 1975,send in the clowns,1,send in the clowns,stephen sondheim songwriter judy collins,Song Of The Year,2019-09-10 01:06:59,2017-11-28 00:03:45,['send in the clowns']
1975,18th annual grammy awards 1975,natalie cole,1,natalie cole,,Best New Artist Of The Year,2019-09-10 01:06:59,2017-11-28 00:03:45,['natalie cole']
1975,18th annual grammy awards 1975,,1,the rockford files,pete clarence carpenter mike post arrangers mike post,Best Instrumental Arrangement,2019-09-10 01:06:59,2017-11-28 00:03:45,[]
1975,18th annual grammy awards 1975,,1,misty,ray stevens arranger ray stevens,Best Instrumental Arrangement Accompanying Vocalists,2019-09-10 01:06:59,2017-11-28 00:03:45,[]
1975,18th annual grammy awards 1975,,1,between the lines,larry alexander brooks arthur russ payne engineers janis ian,Best Engineered Recording Classical,2019-09-10 01:06:59,2017-11-28 00:03:45,[]
1975,18th annual grammy awards 1975,,1,honey,jim ladwig art director ohio players,Best Album Package,2019-09-10 01:06:59,2017-11-28 00:03:45,[]
1975,18th annual grammy awards 1975,,1,blood on the tracks,pete hamill album notes writer bob dylan,Best Album Notes,2019-09-10 01:06:59,2017-11-28 00:03:45,[]
1975,18th annual grammy awards 1975,,1,footlifters,gunther schuller album notes writer gunther schuller,Best Album Notes Classical,2019-09-10 01:06:59,2017-11-28 00:03:45,[]
1975,18th annual grammy awards 1975,,1,arif mardin,,Producer Of The Year,2019-09-10 01:06:59,2017-11-28 00:03:45,[]
1975,18th annual grammy awards 1975,,1,oscar peterson and dizzy gillespie,dizzy gillespie soloist,Best Jazz Performance By A Soloist,2019-09-10 01:06:59,2017-11-28 00:03:45,[]
1975,18th annual grammy awards 1975,chick corea return to forever,1,no mystery,,Best Jazz Performance By A Group,2019-09-10 01:06:59,2017-11-28 00:03:45,['chick corea return to forever']
1975,18th annual grammy awards 1975,michel legrand phil woods,1,images,,Best Jazz Performance By A Big Band,2019-09-10 01:06:59,2017-11-28 00:03:45,['michel legrand phil woods']
1975,18th annual grammy awards 1975,janis ian,1,at seventeen,mike charzuk christina harcar jason ojalvo stefan rudnicki producers stefan rudnicki ted scott engineersmixers,Best Pop Vocal Performance Female,2019-09-10 01:06:59,2017-11-28 00:03:45,['janis ian']
1975,18th annual grammy awards 1975,paul simon,1,still crazy after all these years,paul simon producer,Best Pop Vocal Performance Female,2019-09-10 01:06:59,2017-11-28 00:03:45,['paul simon']
1975,18th annual grammy awards 1975,eagles,1,lyin' eyes,bill szymczyk producer,Best Gospel Vocal Performance By A Duo Group Choir Or Chorus,2019-09-10 01:06:59,2017-11-28 00:03:45,['eagles']
1975,18th annual grammy awards 1975,van mccoy,1,the hustle,,Best Pop Instrumental Performance,2019-09-10 01:06:59,2017-11-28 00:03:45,['van mccoy']
1975,18th annual grammy awards 1975,natalie cole,1,this will be,natalie cole gail deadrick producers,Best Pop Vocal Performance Male,2019-09-10 01:06:59,2017-11-28 00:03:45,['natalie cole']
1975,18th annual grammy awards 1975,ray charles,1,living for the city,james austin stuart benjamin taylor hackford compilation producers,Best Rb Vocal Performance Female,2019-09-10 01:06:59,2017-11-28 00:03:45,['ray charles']
1975,18th annual grammy awards 1975,earth wind fire,1,shining star,,Best Pop Vocal Performance By A Duo Group Or Chorus,2019-09-10 01:06:59,2017-11-28 00:03:45,['earth wind fire']
1975,18th annual grammy awards 1975,silver convention,1,fly robin fly,,Best Country Instrumental Performance,2019-09-10 01:06:59,2017-11-28 00:03:45,['silver convention']
1975,18th annual grammy awards 1975,donny hathaway roberta flack,1,where is the love,harry wayne casey willie clarke richard finch betty wright songwriters betty wright,Best Rhythm Blues Song,2019-09-10 01:06:59,2017-11-28 00:03:45,['donny hathaway roberta flack']
1975,18th annual grammy awards 1975,andrae crouch the disciples,1,take me back,,Best Soul Gospel Performance Male,2019-09-10 01:06:59,2017-11-28 00:03:45,['andrae crouch the disciples']
1975,18th annual grammy awards 1975,linda ronstadt,1,i can't help it if i'm still in love with you,linda ronstadt,Best Rb Vocal Performance Female,2019-09-10 01:06:59,2017-11-28 00:03:45,['linda ronstadt']
1975,18th annual grammy awards 1975,willie nelson,1,blue eyes crying in the rain,buddy cannon matt rollings producers tony castle steve chadie ed cherney engineersmixers,Best Country Vocal Performance Female,2019-09-10 01:06:59,2017-11-28 00:03:45,['willie nelson']
1975,18th annual grammy awards 1975,kris kristofferson rita coolidge,1,lover please,,Best Country Vocal Performance By A Duo Or Group,2019-09-10 01:06:59,2017-11-28 00:03:45,['kris kristofferson rita coolidge']
1975,18th annual grammy awards 1975,chet atkins,1,the entertainer,,Best Rock Instrumental Performance,2019-09-10 01:06:59,2017-11-28 00:03:45,['chet atkins']
1975,18th annual grammy awards 1975,hey won't you play another somebody done somebody wrong song,1,hey won't you play another somebody done somebody wrong song,larry butler chips moman songwriters bj thomas,Best Country Song,2019-09-10 01:06:59,2017-11-28 00:03:45,['hey wont you play another somebody done somebody wrong song']
1975,18th annual grammy awards 1975,the bill gaither trio,1,jesus we just want to thank you,,Best Inspirational Performance,2019-09-10 01:06:59,2017-11-28 00:03:45,['the bill gaither trio']
1975,18th annual grammy awards 1975,the imperials,1,no shortage,,Best Gospel Performance Other Than Soul Gospel,2019-09-10 01:06:59,2017-11-28 00:03:45,['the imperials']
1975,18th annual grammy awards 1975,muddy waters,1,the muddy waters woodstock album,,Best Ethnic Or Traditional Folk Recording,2019-09-10 01:06:59,2017-11-28 00:03:45,['muddy waters']
1975,18th annual grammy awards 1975,eddie palmieri,1,sun of latin music,eddie palmieri sr richard j seidel producers jon fausty engineermixer,Best Latin Recording,2019-09-10 01:06:59,2017-11-28 00:03:45,['eddie palmieri']
1975,18th annual grammy awards 1975,richard burton,1,the little prince,,Best Recording For Children,2019-09-10 01:06:59,2017-11-28 00:03:45,['richard burton']
1975,18th annual grammy awards 1975,richard pryor,1,is it something i said,,Best Comedy Recording,2019-09-10 01:06:59,2017-11-28 00:03:45,['richard pryor']
1975,18th annual grammy awards 1975,james whitmore,1,give 'em hell harry,,Best Spoken Word Recording,2019-09-10 01:06:59,2017-11-28 00:03:45,['james whitmore']
1975,18th annual grammy awards 1975,michel legrand phil woods,1,images,michel legrand composer michel legrand phil woods,Best Instrumental Composition,2019-09-10 01:06:59,2017-11-28 00:03:45,['michel legrand phil woods']
1975,18th annual grammy awards 1975,,1,jaws,john williams composer john williams,Album Of Best Original Score Written For A Motion Picture Or Television Special,2019-09-10 01:06:59,2017-11-28 00:03:45,[]
1975,18th annual grammy awards 1975,,1,the wiz,charlie smalls composer jerry wexler producer stephanie mills dee dee bridgewater,Best Cast Show Album,2019-09-10 01:06:59,2017-11-28 00:03:45,[]
1975,18th annual grammy awards 1975,,1,beethoven symphonies 9 complete,georg solti artist raymond minshull producer,Album Of The Year Classical,2019-09-10 01:06:59,2017-11-28 00:03:45,[]
1975,18th annual grammy awards 1975,,1,ravel daphnis et chloe complete ballet,new york philharmonic,Best Classical Performance Orchestra,2019-09-10 01:06:59,2017-11-28 00:03:45,[]
1975,18th annual grammy awards 1975,,1,mozart cosi fan tutte,colin davis erik smith producer royal opera house orchestra - covent garden,Best Opera Recording,2019-09-10 01:06:59,2017-11-28 00:03:45,[]
1975,18th annual grammy awards 1975,,1,orff carmina burana,cleveland boys choir cleveland orchestra chorus,Best Choral Performance Other Than Opera,2019-09-10 01:06:59,2017-11-28 00:03:45,[]
1975,18th annual grammy awards 1975,,1,schubert trios nos 1 in b flat op 99 and 2 in e flat op 100 piano trios,pierre fournier artur rubinstein henryk szeryng artists,Best Chamber Music Performance,2019-09-10 01:06:59,2017-11-28 00:03:45,[]
1975,18th annual grammy awards 1975,,1,ravel concerto for left hand and concerto for piano in gfaure fantaisie for piano and orchestra,alicia de larrocha artist london philharmonic,Best Classical Performance Instrumental Soloist Or Soloists With Or Without Orchestra,2019-09-10 01:06:59,2017-11-28 00:03:45,[]
1975,18th annual grammy awards 1975,,1,bach sonatas and partitas for violin unaccompanied,nathan milstein artist,Best Classical Performance Instrumental Soloist Or Soloists With Orchestra,2019-09-10 01:06:59,2017-11-28 00:03:45,[]
1975,18th annual grammy awards 1975,,1,mahler kindertotenlieder,israel philharmonic orchestra,Best Classical Vocal Performance,2019-09-10 01:06:59,2017-11-28 00:03:45,[]
1975,18th annual grammy awards 1975,,1,ravel daphnis et chloe complete ballet,milton cherin edward bud t graham ray moore engineers pierre boulez conductor,Best Engineered Recording Classical,2019-09-10 01:06:59,2017-11-28 00:03:45,[]
1974,17th annual grammy awards 1974,olivia newton-john,1,i honestly love you,john farrar producer,Record Of The Year,2019-09-10 01:11:48,2017-11-28 00:03:45,['olivia newtonjohn']
1974,17th annual grammy awards 1974,stevie wonder,1,fulfillingness' first finale,stevie wonder producer,Album Of The Year,2019-09-10 01:11:48,2017-11-28 00:03:45,['stevie wonder']
1974,17th annual grammy awards 1974,the way we were,1,the way we were,alan bergman marilyn bergman marvin hamlisch songwriters barbra streisand,Song Of The Year,2019-09-10 01:11:48,2017-11-28 00:03:45,['the way we were']
1974,17th annual grammy awards 1974,marvin hamlisch,1,marvin hamlisch,,Best New Artist Of The Year,2019-09-10 01:11:48,2017-11-28 00:03:45,['marvin hamlisch']
1974,17th annual grammy awards 1974,,1,threshold,pat williams arranger pat williams,Best Instrumental Arrangement,2019-09-10 01:11:48,2017-11-28 00:03:45,[]
1974,17th annual grammy awards 1974,,1,down to you,joni mitchell tom scott arrangers joni mitchell,Best Instrumental Arrangement Accompanying Vocalists,2019-09-10 01:11:48,2017-11-28 00:03:45,[]
1974,17th annual grammy awards 1974,paul mccartney wings,1,band on the run,geoff e emerick engineer paul mccartney wings,Best Engineered Recording Classical,2019-09-10 01:11:48,2017-11-28 00:03:45,['paul mccartney wings']
1974,17th annual grammy awards 1974,,1,come and gone,ed thrasher christopher whorf art directors mason proffit,Best Album Package,2019-09-10 01:11:48,2017-11-28 00:03:45,[]
1974,17th annual grammy awards 1974,,1,for the last time,charles r townsend album notes writer bob wills his texas playboys,Best Album Notes,2019-09-10 01:11:48,2017-11-28 00:03:45,[]
1974,17th annual grammy awards 1974,,1,the hawk flies,dan morgenstern album notes writer coleman hawkins,Best Album Notes,2019-09-10 01:11:48,2017-11-28 00:03:45,[]
1974,17th annual grammy awards 1974,,1,korngold the classic erich wolfgang korngold,rory guy album notes writer hoelschermattes,Best Album Notes Classical,2019-09-10 01:11:48,2017-11-28 00:03:45,[]
1974,17th annual grammy awards 1974,,1,thom bell,,Producer Of The Year,2019-09-10 01:11:48,2017-11-28 00:03:45,[]
1974,17th annual grammy awards 1974,,1,first recordings,charlie parker soloist,Best Jazz Performance By A Soloist,2019-09-10 01:11:48,2017-11-28 00:03:45,[]
1974,17th annual grammy awards 1974,joe pass oscar peterson niels pedersen,1,the trio,,Best Jazz Performance By A Group,2019-09-10 01:11:48,2017-11-28 00:03:45,['joe pass oscar peterson niels pedersen']
1974,17th annual grammy awards 1974,woody herman,1,thundering herd,,Best Jazz Performance By A Big Band,2019-09-10 01:11:48,2017-11-28 00:03:45,['woody herman']
1974,17th annual grammy awards 1974,olivia newton-john,1,i honestly love you,john farrar producer,Best Pop Vocal Performance Female,2019-09-10 01:11:48,2017-11-28 00:03:45,['olivia newtonjohn']
1974,17th annual grammy awards 1974,stevie wonder,1,fulfillingness' first finale,stevie wonder producer,Best Pop Vocal Performance Female,2019-09-10 01:11:48,2017-11-28 00:03:45,['stevie wonder']
1974,17th annual grammy awards 1974,paul mccartney wings,1,band on the run,,Best Gospel Vocal Performance By A Duo Group Choir Or Chorus,2019-09-10 01:11:48,2017-11-28 00:03:45,['paul mccartney wings']
1974,17th annual grammy awards 1974,marvin hamlisch,1,the entertainer,,Best Pop Instrumental Performance,2019-09-10 01:11:48,2017-11-28 00:03:45,['marvin hamlisch']
1974,17th annual grammy awards 1974,aretha franklin,1,ain't nothing like the real thing,,Best Pop Vocal Performance Male,2019-09-10 01:11:48,2017-11-28 00:03:45,['aretha franklin']
1974,17th annual grammy awards 1974,stevie wonder,1,boogie on reggae woman,stevie wonder producer,Best Rb Vocal Performance Female,2019-09-10 01:11:48,2017-11-28 00:03:45,['stevie wonder']
1974,17th annual grammy awards 1974,rufus,1,tell me something good,,Best Pop Vocal Performance By A Duo Group Or Chorus,2019-09-10 01:11:48,2017-11-28 00:03:45,['rufus']
1974,17th annual grammy awards 1974,mfsb,1,the sound of philadelphia,,Best Country Instrumental Performance,2019-09-10 01:11:48,2017-11-28 00:03:45,['mfsb']
1974,17th annual grammy awards 1974,ray charles,1,living for the city,stevie wonder songwriter stevie wonder,Best Rhythm Blues Song,2019-09-10 01:11:48,2017-11-28 00:03:45,['ray charles']
1974,17th annual grammy awards 1974,james cleveland the southern california community choir,1,in the ghetto,,Best Soul Gospel Performance Male,2019-09-10 01:11:48,2017-11-28 00:03:45,['james cleveland the southern california community choir']
1974,17th annual grammy awards 1974,anne murray,1,love song,,Best Rb Vocal Performance Female,2019-09-10 01:11:48,2017-11-28 00:03:45,['anne murray']
1974,17th annual grammy awards 1974,ronnie milsap,1,please don't tell me how the story ends,,Best Country Vocal Performance Female,2019-09-10 01:11:48,2017-11-28 00:03:45,['ronnie milsap']
1974,17th annual grammy awards 1974,the pointer sisters,1,fairytale,,Best Country Vocal Performance By A Duo Or Group,2019-09-10 01:11:48,2017-11-28 00:03:45,['the pointer sisters']
1974,17th annual grammy awards 1974,chet atkins merle travis,1,the atkins-travis traveling show,,Best Rock Instrumental Performance,2019-09-10 01:11:48,2017-11-28 00:03:45,['chet atkins merle travis']
1974,17th annual grammy awards 1974,a very special love song,1,a very special love song,billy sherrill norris wilson songwriters charlie rich,Best Country Song,2019-09-10 01:11:48,2017-11-28 00:03:45,['a very special love song']
1974,17th annual grammy awards 1974,elvis presley,1,how great thou art,,Best Inspirational Performance NonClassical,2019-09-10 01:11:48,2017-11-28 00:03:45,['elvis presley']
1974,17th annual grammy awards 1974,the oak ridge boys,1,the baptism of jesse taylor,,Best Gospel Performance Other Than Soul Gospel,2019-09-10 01:11:48,2017-11-28 00:03:45,['the oak ridge boys']
1974,17th annual grammy awards 1974,merle watson doc watson,1,two days in november,,Best Ethnic Or Traditional Folk Recording,2019-09-10 01:11:48,2017-11-28 00:03:45,['merle watson doc watson']
1974,17th annual grammy awards 1974,sterling holloway sebastian cabot paul winchell,1,winnie the pooh and tigger too,,Best Recording For Children,2019-09-10 01:11:48,2017-11-28 00:03:45,['sterling holloway sebastian cabot paul winchell']
1974,17th annual grammy awards 1974,richard pryor,1,that nigger's crazy,,Best Comedy Recording,2019-09-10 01:11:48,2017-11-28 00:03:45,['richard pryor']
1974,17th annual grammy awards 1974,dudley moore peter cook,1,good evening,,Best Spoken Word Recording,2019-09-10 01:11:48,2017-11-28 00:03:45,['dudley moore peter cook']
1974,17th annual grammy awards 1974,,1,tubular bells - theme from the exorcist,mike oldfield composer mike oldfield,Best Instrumental Composition,2019-09-10 01:11:48,2017-11-28 00:03:45,[]
1974,17th annual grammy awards 1974,,1,the way we were,alan bergman marilyn bergman marvin hamlisch composers barbra streisand,Album Of Best Original Score Written For A Motion Picture Or Television Special,2019-09-10 01:11:48,2017-11-28 00:03:45,[]
1974,17th annual grammy awards 1974,,1,raisin,robert brittan judd woldin composers thomas z shepard producer virginia capers joe morton ernestine jackson robert jackson deborah allen helen martin,Best Score From The Original Cast Show Album,2019-09-10 01:11:48,2017-11-28 00:03:45,[]
1974,17th annual grammy awards 1974,,1,berlioz symphonie fantastique,georg solti artist david harvey producer,Album Of The Year Classical,2019-09-10 01:11:48,2017-11-28 00:03:45,[]
1974,17th annual grammy awards 1974,,1,berlioz symphonie fantastique,chicago symphony orchestra,Best Classical Performance Orchestra,2019-09-10 01:11:48,2017-11-28 00:03:45,[]
1974,17th annual grammy awards 1974,,1,puccini la boheme,georg solti richard mohr producer london philharmonic,Best Opera Recording,2019-09-10 01:11:48,2017-11-28 00:03:45,[]
1974,17th annual grammy awards 1974,,1,berlioz the damnation of faust,ambrosian singers london symphony chorus wandsworth school boys choir london symphony orchestra,Best Choral Performance Other Than Opera,2019-09-10 01:11:48,2017-11-28 00:03:45,[]
1974,17th annual grammy awards 1974,,1,brahms trios completeschumann trio no 1 in d minor,pierre fournier artur rubinstein henryk szeryng artists,Best Chamber Music Performance,2019-09-10 01:11:48,2017-11-28 00:03:45,[]
1974,17th annual grammy awards 1974,,1,shostakovich violin concerto no 1,david oistrakh artist new philharmonia,Best Classical Performance Instrumental Soloist Or Soloists With Or Without Orchestra,2019-09-10 01:11:48,2017-11-28 00:03:45,[]
1974,17th annual grammy awards 1974,,1,albeniz iberia,alicia de larrocha artist,Best Classical Performance Instrumental Soloist Or Soloists With Orchestra,2019-09-10 01:11:48,2017-11-28 00:03:45,[]
1974,17th annual grammy awards 1974,,1,leontyne price sings richard strauss,,Best Classical Vocal Performance,2019-09-10 01:11:48,2017-11-28 00:03:45,[]
1974,17th annual grammy awards 1974,,1,berlioz symphonie fantastique,kenneth wilkinson engineer georg solti conductor,Best Engineered Recording Classical,2019-09-10 01:11:48,2017-11-28 00:03:45,[]
1973,16th annual grammy awards 1973,roberta flack,1,killing me softly with his song,joel dorn producer,Record Of The Year,2019-09-10 01:11:09,2017-11-28 00:03:45,['roberta flack']
1973,16th annual grammy awards 1973,stevie wonder,1,innervisions,stevie wonder producer,Album Of The Year,2019-09-10 01:11:09,2017-11-28 00:03:45,['stevie wonder']
1973,16th annual grammy awards 1973,fugees,1,killing me softly with his song,charles fox norman gimbel songwriters roberta flack,Song Of The Year,2019-09-10 01:11:09,2017-11-28 00:03:45,['fugees']
1973,16th annual grammy awards 1973,bette midler,1,bette midler,,Best New Artist,2019-09-10 01:11:09,2017-11-28 00:03:45,['bette midler']
